Date/Time,HPWHSCHEDULEDTANK_UNIT1:Water Heater Use Side Inlet Temperature [C](Hourly),HPWHSCHEDULEDTANK_UNIT1:Water Heater Use Side Outlet Temperature [C](Hourly),HPWHSCHEDULEDTANK_UNIT1:Water Heater Source Side Inlet Temperature [C](Hourly),HPWHSCHEDULEDTANK_UNIT1:Water Heater Source Side Outlet Temperature [C](Hourly),HPWHSCHEDULEDTANK_UNIT1:Water Heater Electricity Rate [W](Hourly),HPWHSCHEDULEDTANK_UNIT1:Water Heater Water Volume Flow Rate [m3/s](Hourly) 
 04/03  18:00:00,48.8888888888889,59.28501514264522,59.28501514264522,59.28501514264522,0.0,0.0 
 04/03  19:00:00,48.8888888888889,59.102595891622336,59.102595891622336,59.102595891622336,0.0,0.0 
 04/03  20:00:00,48.8888888888889,58.92103140472126,58.92103140472126,58.92103140472126,0.0,0.0 
 04/03  21:00:00,48.8888888888889,58.74031750875653,58.74031750875653,58.74031750875653,0.0,0.0 
 04/03  22:00:00,48.8888888888889,58.5604500923244,58.5604500923244,58.5604500923244,0.0,0.0 
 04/03  23:00:00,48.8888888888889,58.38142470514447,58.38142470514447,58.38142470514447,0.0,0.0 
 04/03  24:00:00,48.8888888888889,58.20323718221928,58.20323718221928,58.20323718221928,0.0,0.0 
 04/04  01:00:00,48.8888888888889,58.733316624215206,61.22081540200226,58.733316624215206,0.0,0.0 
 04/04  02:00:00,48.8888888888889,59.90705315383731,59.90705315383731,59.90705315383731,0.0,0.0 
 04/04  03:00:00,48.8888888888889,59.721717536607805,59.721717536607805,59.721717536607805,0.0,0.0 
 04/04  04:00:00,48.8888888888889,59.53725076125761,59.53725076125761,59.53725076125761,0.0,0.0 
 04/04  05:00:00,48.8888888888889,59.35364862263255,59.35364862263255,59.35364862263255,0.0,0.0 
 04/04  06:00:00,48.8888888888889,59.170906937100824,59.170906937100824,59.170906937100824,0.0,0.0 
 04/04  07:00:00,48.8888888888889,58.98902154257251,58.98902154257251,58.98902154257251,0.0,0.0 
 04/04  08:00:00,48.8888888888889,58.80798829837733,58.80798829837733,58.80798829837733,0.0,0.0 
 04/04  09:00:00,48.8888888888889,58.62780308503962,58.62780308503962,58.62780308503962,0.0,0.0 
 04/04  10:00:00,48.8888888888889,58.44846197215616,58.44846197215616,58.44846197215616,0.0,0.0 
 04/04  11:00:00,48.8888888888889,58.269960584343906,58.269960584343906,58.269960584343906,0.0,0.0 
 04/04  12:00:00,48.88888888888889,58.092295339738406,58.092295339738406,58.092295339738406,0.0,0.0 
 04/04  13:00:00,48.8888888888889,59.668899817794305,61.3273771021556,59.668899817794305,0.0,0.0 
 04/04  14:00:00,48.8888888888889,59.78339193636521,59.78339193636521,59.78339193636521,0.0,0.0 
 04/04  15:00:00,48.8888888888889,59.59863633957548,59.59863633957548,59.59863633957548,0.0,0.0 
 04/04  16:00:00,48.88888888888889,59.41474672229812,59.41474672229812,59.41474672229812,0.0,0.0 
 04/04  17:00:00,48.8888888888889,59.23171970993215,59.23171970993215,59.23171970993215,0.0,0.0 
 04/04  18:00:00,48.8888888888889,59.04955023935487,59.04955023935487,59.04955023935487,0.0,0.0 
 04/04  19:00:00,48.8888888888889,58.868234194317694,58.868234194317694,58.868234194317694,0.0,0.0 
 04/04  20:00:00,48.8888888888889,58.68776691131813,58.68776691131813,58.68776691131813,0.0,0.0 
 04/04  21:00:00,48.8888888888889,58.50814479217584,58.50814479217584,58.50814479217584,0.0,0.0 
 04/04  22:00:00,48.8888888888889,58.329363884859426,58.329363884859426,58.329363884859426,0.0,0.0 
 04/04  23:00:00,48.8888888888889,58.151420125948135,58.151420125948135,58.151420125948135,0.0,0.0 
 04/04  24:00:00,48.8888888888889,59.2000007261321,61.68843774528658,59.2000007261321,0.0,0.0 
 04/05  01:00:00,48.8888888888889,59.86063887746357,59.86063887746357,59.86063887746357,0.0,0.0 
 04/05  02:00:00,48.8888888888889,59.675520859960606,59.675520859960606,59.675520859960606,0.0,0.0 
 04/05  03:00:00,48.8888888888889,59.49127063102007,59.49127063102007,59.49127063102007,0.0,0.0 
 04/05  04:00:00,48.8888888888889,59.307883990936304,59.307883990936304,59.307883990936304,0.0,0.0 
 04/05  05:00:00,48.8888888888889,59.125356761418324,59.125356761418324,59.125356761418324,0.0,0.0 
 04/05  06:00:00,48.8888888888889,58.94368478577627,58.94368478577627,58.94368478577627,0.0,0.0 
 04/05  07:00:00,48.8888888888889,58.76286392864129,58.76286392864129,58.76286392864129,0.0,0.0 
 04/05  08:00:00,48.8888888888889,58.58289007583086,58.58289007583086,58.58289007583086,0.0,0.0 
 04/05  09:00:00,48.8888888888889,58.40375921128958,58.40375921128958,58.40375921128958,0.0,0.0 
 04/05  10:00:00,48.8888888888889,58.22546760715344,58.22546760715344,58.22546760715344,0.0,0.0 
 04/05  11:00:00,48.8888888888889,58.272964163380074,59.516940508881234,58.272964163380074,0.0,0.0 
 04/05  12:00:00,48.8888888888889,59.9137504649417,60.53620889266599,59.9137504649417,0.0,0.0 
 04/05  13:00:00,48.8888888888889,59.74483314640463,59.74483314640463,59.74483314640463,0.0,0.0 
 04/05  14:00:00,48.8888888888889,59.56025889138407,59.56025889138407,59.56025889138407,0.0,0.0 
 04/05  15:00:00,48.8888888888889,59.376549582073764,59.376549582073764,59.376549582073764,0.0,0.0 
 04/05  16:00:00,48.8888888888889,59.193700618696255,59.193700618696255,59.193700618696255,0.0,0.0 
 04/05  17:00:00,48.8888888888889,59.01170842461619,59.01170842461619,59.01170842461619,0.0,0.0 
 04/05  18:00:00,48.8888888888889,58.83056897602577,58.83056897602577,58.83056897602577,0.0,0.0 
 04/05  19:00:00,48.8888888888889,58.65027869833111,58.65027869833111,58.65027869833111,0.0,0.0 
 04/05  20:00:00,48.8888888888889,58.47083298435423,58.47083298435423,58.47083298435423,0.0,0.0 
 04/05  21:00:00,48.8888888888889,58.29222762226779,58.29222762226779,58.29222762226779,0.0,0.0 
 04/05  22:00:00,48.8888888888889,58.114458198271805,58.114458198271805,58.114458198271805,0.0,0.0 
 04/05  23:00:00,48.8888888888889,59.67532157992174,62.164549875465,59.67532157992174,0.0,0.0 
 04/05  24:00:00,48.8888888888889,59.814278219182874,59.814278219182874,59.814278219182874,0.0,0.0 
 04/06  01:00:00,48.8888888888889,59.629377541713346,59.629377541713346,59.629377541713346,0.0,0.0 
 04/06  02:00:00,48.8888888888889,59.44534360084129,59.44534360084129,59.44534360084129,0.0,0.0 
 04/06  03:00:00,48.8888888888889,59.26217220226354,59.26217220226354,59.26217220226354,0.0,0.0 
 04/06  04:00:00,48.8888888888889,59.07985917306155,59.07985917306155,59.07985917306155,0.0,0.0 
 04/06  05:00:00,48.8888888888889,58.89840036191602,58.89840036191602,58.89840036191602,0.0,0.0 
 04/06  06:00:00,48.8888888888889,58.71779163875775,58.71779163875775,58.71779163875775,0.0,0.0 
 04/06  07:00:00,48.8888888888889,58.53802889469216,58.53802889469216,58.53802889469216,0.0,0.0 
 04/06  08:00:00,48.8888888888889,58.35910805466631,58.35910805466631,58.35910805466631,0.0,0.0 
 04/06  09:00:00,48.8888888888889,58.18102557358577,58.18102557358577,58.18102557358577,0.0,0.0 
 04/06  10:00:00,48.8888888888889,58.72789834397017,60.5946313608448,58.72789834397017,0.0,0.0 
 04/06  11:00:00,48.8888888888889,59.883834113792254,59.883834113792254,59.883834113792254,0.0,0.0 
 04/06  12:00:00,48.8888888888889,59.69860823719651,59.69860823719651,59.69860823719651,0.0,0.0 
 04/06  13:00:00,48.8888888888889,59.51425066300097,59.51425066300097,59.51425066300097,0.0,0.0 
 04/06  14:00:00,48.8888888888889,59.330757188902794,59.330757188902794,59.330757188902794,0.0,0.0 
 04/06  15:00:00,48.8888888888889,59.148123259343464,59.148123259343464,59.148123259343464,0.0,0.0 
 04/06  16:00:00,48.8888888888889,58.96634461554085,58.96634461554085,58.96634461554085,0.0,0.0 
 04/06  17:00:00,48.8888888888889,58.78541760595048,58.78541760595048,58.78541760595048,0.0,0.0 
 04/06  18:00:00,48.8888888888889,58.60533811373999,58.60533811373999,58.60533811373999,0.0,0.0 
 04/06  19:00:00,48.8888888888889,58.42610223622447,58.42610223622447,58.42610223622447,0.0,0.0 
 04/06  20:00:00,48.8888888888889,58.24770610092585,58.24770610092585,58.24770610092585,0.0,0.0 
 04/06  21:00:00,48.8888888888889,58.29507179150405,59.53889980542635,58.29507179150405,0.0,0.0 
 04/06  22:00:00,48.8888888888889,59.92029581953288,61.16508881914626,59.92029581953288,0.0,0.0 
 04/06  23:00:00,48.8888888888889,59.76797097451453,59.76797097451453,59.76797097451453,0.0,0.0 
 04/06  24:00:00,48.8888888888889,59.58328737836424,59.58328737836424,59.58328737836424,0.0,0.0 
 04/07  01:00:00,48.8888888888889,59.3994694682068,59.3994694682068,59.3994694682068,0.0,0.0 
 04/07  02:00:00,48.8888888888889,59.21651305507906,59.21651305507906,59.21651305507906,0.0,0.0 
 04/07  03:00:00,48.8888888888889,59.03441397147172,59.03441397147172,59.03441397147172,0.0,0.0 
 04/07  04:00:00,48.8888888888889,58.85316807140397,58.85316807140397,58.85316807140397,0.0,0.0 
 04/07  05:00:00,48.8888888888889,58.67277123010507,58.67277123010507,58.67277123010507,0.0,0.0 
 04/07  06:00:00,48.8888888888889,58.493219343958884,58.493219343958884,58.493219343958884,0.0,0.0 
 04/07  07:00:00,48.8888888888889,58.3145083303598,58.3145083303598,58.3145083303598,0.0,0.0 
 04/07  08:00:00,48.8888888888889,58.13663420353768,58.13663420353768,58.13663420353768,0.0,0.0 
 04/07  09:00:00,48.88888888888889,59.200679665776384,60.859893900055106,59.200679665776384,0.0,0.0 
 04/07  10:00:00,48.88888888888889,59.829716870064004,59.829716870064004,59.829716870064004,0.0,0.0 
 04/07  11:00:00,48.88888888888889,59.64474499189818,59.64474499189818,59.64474499189818,0.0,0.0 
 04/07  12:00:00,48.8888888888889,59.46064004904144,59.46064004904144,59.46064004904144,0.0,0.0 
 04/07  13:00:00,48.8888888888889,59.277397827963824,59.277397827963824,59.277397827963824,0.0,0.0 
 04/07  14:00:00,48.8888888888889,59.0950139370839,59.0950139370839,59.0950139370839,0.0,0.0 
 04/07  15:00:00,48.8888888888889,58.913484124190745,58.913484124190745,58.913484124190745,0.0,0.0 
 04/07  16:00:00,48.8888888888889,58.732804742481726,58.732804742481726,58.732804742481726,0.0,0.0 
 04/07  17:00:00,48.8888888888889,58.5529716941555,58.5529716941555,58.5529716941555,0.0,0.0 
 04/07  18:00:00,48.8888888888889,58.37398141693887,58.37398141693887,58.37398141693887,0.0,0.0 
 04/07  19:00:00,48.8888888888889,58.19582956315572,58.19582956315572,58.19582956315572,0.0,0.0 
 04/07  20:00:00,48.8888888888889,58.73978602554754,60.606037783624174,58.73978602554754,0.0,0.0 
 04/07  21:00:00,48.8888888888889,59.88383358066274,59.88383358066274,59.88383358066274,0.0,0.0 
 04/07  22:00:00,48.8888888888889,59.69860770657672,59.69860770657672,59.69860770657672,0.0,0.0 
 04/07  23:00:00,48.8888888888889,59.51425012128899,59.51425012128899,59.51425012128899,0.0,0.0 
 04/07  24:00:00,48.8888888888889,59.33075606801765,59.33075606801765,59.33075606801765,0.0,0.0 
 04/08  01:00:00,48.8888888888889,59.14812165950547,59.14812165950547,59.14812165950547,0.0,0.0 
 04/08  02:00:00,48.8888888888889,58.96634302321777,58.96634302321777,58.96634302321777,0.0,0.0 
 04/08  03:00:00,48.8888888888889,58.7854160211046,58.7854160211046,58.7854160211046,0.0,0.0 
 04/08  04:00:00,48.8888888888889,58.60533653634366,58.60533653634366,58.60533653634366,0.0,0.0 
 04/08  05:00:00,48.8888888888889,58.42610047319413,58.42610047319413,58.42610047319413,0.0,0.0 
 04/08  06:00:00,48.8888888888889,58.247703756907136,58.247703756907136,58.247703756907136,0.0,0.0 
 04/08  07:00:00,48.8888888888889,58.29502653970461,59.53861742795918,58.29502653970461,0.0,0.0 
 04/08  08:00:00,48.8888888888889,59.920252415845134,61.16479134707707,59.920252415845134,0.0,0.0 
 04/08  09:00:00,48.88888888888889,59.76797158739575,59.76797158739575,59.76797158739575,0.0,0.0 
 04/08  10:00:00,48.88888888888889,59.583289148008575,59.583289148008575,59.583289148008575,0.0,0.0 
 04/08  11:00:00,48.88888888888889,59.399472389917165,59.399472389917165,59.399472389917165,0.0,0.0 
 04/08  12:00:00,48.8888888888889,59.216516979064906,59.216516979064906,59.216516979064906,0.0,0.0 
 04/08  13:00:00,48.8888888888889,59.0344183583371,59.0344183583371,59.0344183583371,0.0,0.0 
 04/08  14:00:00,48.8888888888889,58.85317243764212,58.85317243764212,58.85317243764212,0.0,0.0 
 04/08  15:00:00,48.8888888888889,58.67277557581607,58.67277557581607,58.67277557581607,0.0,0.0 
 04/08  16:00:00,48.8888888888889,58.49322366924139,58.49322366924139,58.49322366924139,0.0,0.0 
 04/08  17:00:00,48.8888888888889,58.31451299395804,58.31451299395804,58.31451299395804,0.0,0.0 
 04/08  18:00:00,48.8888888888889,58.13663958351816,58.13663958351816,58.13663958351816,0.0,0.0 
 04/08  19:00:00,48.8888888888889,59.198608487800406,61.064612913893875,59.198608487800406,0.0,0.0 
 04/08  20:00:00,48.8888888888889,59.83744500591336,59.83744500591336,59.83744500591336,0.0,0.0 
 04/08  21:00:00,48.8888888888889,59.652435723047084,59.652435723047084,59.652435723047084,0.0,0.0 
 04/08  22:00:00,48.8888888888889,59.4682938248835,59.4682938248835,59.4682938248835,0.0,0.0 
 04/08  23:00:00,48.8888888888889,59.2850151394086,59.2850151394086,59.2850151394086,0.0,0.0 
 04/08  24:00:00,48.8888888888889,59.10259511226118,59.10259511226118,59.10259511226118,0.0,0.0 
 04/09  01:00:00,48.8888888888889,58.92102978019296,58.92102978019296,58.92102978019296,0.0,0.0 
 04/09  02:00:00,48.8888888888889,58.740315051071676,58.740315051071676,58.740315051071676,0.0,0.0 
 04/09  03:00:00,48.8888888888889,58.56044681335008,58.56044681335008,58.56044681335008,0.0,0.0 
 04/09  04:00:00,48.8888888888889,58.38142097654647,58.38142097654647,58.38142097654647,0.0,0.0 
 04/09  05:00:00,48.8888888888889,58.203233471143164,58.203233471143164,58.203233471143164,0.0,0.0 
 04/09  06:00:00,48.8888888888889,58.73342101774951,61.2215310155205,58.73342101774951,0.0,0.0 
 04/09  07:00:00,48.8888888888889,59.9070537942854,59.9070537942854,59.9070537942854,0.0,0.0 
 04/09  08:00:00,48.8888888888889,59.72171817404296,59.72171817404296,59.72171817404296,0.0,0.0 
 04/09  09:00:00,48.8888888888889,59.53725139569328,59.53725139569328,59.53725139569328,0.0,0.0 
 04/09  10:00:00,48.8888888888889,59.353649267558794,59.353649267558794,59.353649267558794,0.0,0.0 
 04/09  11:00:00,48.8888888888889,59.17090815585216,59.17090815585216,59.17090815585216,0.0,0.0 
 04/09  12:00:00,48.8888888888889,58.98902340858662,58.98902340858662,58.98902340858662,0.0,0.0 
 04/09  13:00:00,48.8888888888889,58.807990195400365,58.807990195400365,58.807990195400365,0.0,0.0 
 04/09  14:00:00,48.8888888888889,58.627804973144535,58.627804973144535,58.627804973144535,0.0,0.0 
 04/09  15:00:00,48.8888888888889,58.4484636834477,58.4484636834477,58.4484636834477,0.0,0.0 
 04/09  16:00:00,48.8888888888889,58.26996224892935,58.26996224892935,58.26996224892935,0.0,0.0 
 04/09  17:00:00,48.8888888888889,58.09229661309813,58.09229661309813,58.09229661309813,0.0,0.0 
 04/09  18:00:00,48.8888888888889,59.666834186421326,62.15494177054855,59.666834186421326,0.0,0.0 
 04/09  19:00:00,48.8888888888889,59.81427816002227,59.81427816002227,59.81427816002227,0.0,0.0 
 04/09  20:00:00,48.8888888888889,59.629377482832936,59.629377482832936,59.629377482832936,0.0,0.0 
 04/09  21:00:00,48.8888888888889,59.44534354223687,59.44534354223687,59.44534354223687,0.0,0.0 
 04/09  22:00:00,48.8888888888889,59.262172143935715,59.262172143935715,59.262172143935715,0.0,0.0 
 04/09  23:00:00,48.8888888888889,59.07985911500804,59.07985911500804,59.07985911500804,0.0,0.0 
 04/09  24:00:00,48.8888888888889,58.89840030413551,58.89840030413551,58.89840030413551,0.0,0.0 
 04/10  01:00:00,48.8888888888889,58.717791581249884,58.717791581249884,58.717791581249884,0.0,0.0 
 04/10  02:00:00,48.8888888888889,58.538028837451876,58.538028837451876,58.538028837451876,0.0,0.0 
 04/10  03:00:00,48.8888888888889,58.35910798490799,58.35910798490799,58.35910798490799,0.0,0.0 
 04/10  04:00:00,48.8888888888889,58.181024956683416,58.181024956683416,58.181024956683416,0.0,0.0 
 04/10  05:00:00,48.8888888888889,58.71412740340494,61.20252986657587,58.71412740340494,0.0,0.0 
 04/10  06:00:00,48.8888888888889,59.9070551830459,59.9070551830459,59.9070551830459,0.0,0.0 
 04/10  07:00:00,48.8888888888889,59.72171955626976,59.72171955626976,59.72171955626976,0.0,0.0 
 04/10  08:00:00,48.8888888888889,59.537252853197245,59.537252853197245,59.537252853197245,0.0,0.0 
 04/10  09:00:00,48.8888888888889,59.353651436674596,59.353651436674596,59.353651436674596,0.0,0.0 
 04/10  10:00:00,48.88888888888889,59.17091067077187,59.17091067077187,59.17091067077187,0.0,0.0 
 04/10  11:00:00,48.8888888888889,58.98902625131265,58.98902625131265,58.98902625131265,0.0,0.0 
 04/10  12:00:00,48.8888888888889,58.807993828773235,58.807993828773235,58.807993828773235,0.0,0.0 
 04/10  13:00:00,48.8888888888889,58.627809060583026,58.627809060583026,58.627809060583026,0.0,0.0 
 04/10  14:00:00,48.8888888888889,58.44846775167289,58.44846775167289,58.44846775167289,0.0,0.0 
 04/10  15:00:00,48.8888888888889,58.26996629803546,58.26996629803546,58.26996629803546,0.0,0.0 
 04/10  16:00:00,48.8888888888889,58.09230064317982,58.09230064317982,58.09230064317982,0.0,0.0 
 04/10  17:00:00,48.8888888888889,59.66689310813749,62.15531536015419,59.66689310813749,0.0,0.0 
 04/10  18:00:00,48.8888888888889,59.81427849914593,59.81427849914593,59.81427849914593,0.0,0.0 
 04/10  19:00:00,48.8888888888889,59.629378204615826,59.629378204615826,59.629378204615826,0.0,0.0 
 04/10  20:00:00,48.8888888888889,59.44534513301372,59.44534513301372,59.44534513301372,0.0,0.0 
 04/10  21:00:00,48.8888888888889,59.26217421430955,59.26217421430955,59.26217421430955,0.0,0.0 
 04/10  22:00:00,48.8888888888889,59.07986117564483,59.07986117564483,59.07986117564483,0.0,0.0 
 04/10  23:00:00,48.8888888888889,58.89840235508163,58.89840235508163,58.89840235508163,0.0,0.0 
 04/10  24:00:00,48.8888888888889,58.71779362255244,58.71779362255244,58.71779362255244,0.0,0.0 
 04/11  01:00:00,48.8888888888889,58.53803086915958,58.53803086915958,58.53803086915958,0.0,0.0 
 04/11  02:00:00,48.8888888888889,58.35911000706555,58.35911000706555,58.35911000706555,0.0,0.0 
 04/11  03:00:00,48.8888888888889,58.18102696933998,58.18102696933998,58.18102696933998,0.0,0.0 
 04/11  04:00:00,48.8888888888889,58.714164891617585,61.20274427727005,58.714164891617585,0.0,0.0 
 04/11  05:00:00,48.8888888888889,59.907055351262855,59.907055351262855,59.907055351262855,0.0,0.0 
 04/11  06:00:00,48.8888888888889,59.721719723693575,59.721719723693575,59.721719723693575,0.0,0.0 
 04/11  07:00:00,48.8888888888889,59.53725293809147,59.53725293809147,59.53725293809147,0.0,0.0 
 04/11  08:00:00,48.8888888888889,59.353650870218146,59.353650870218146,59.353650870218146,0.0,0.0 
 04/11  09:00:00,48.8888888888889,59.17090989910881,59.17090989910881,59.17090989910881,0.0,0.0 
 04/11  10:00:00,48.88888888888889,58.9890254742964,58.9890254742964,58.9890254742964,0.0,0.0 
 04/11  11:00:00,48.88888888888889,58.807993336675295,58.807993336675295,58.807993336675295,0.0,0.0 
 04/11  12:00:00,48.8888888888889,58.627809207771804,58.627809207771804,58.627809207771804,0.0,0.0 
 04/11  13:00:00,48.8888888888889,58.448468811135356,58.448468811135356,58.448468811135356,0.0,0.0 
 04/11  14:00:00,48.8888888888889,58.26996809609327,58.26996809609327,58.26996809609327,0.0,0.0 
 04/11  15:00:00,48.8888888888889,58.09230256028796,58.09230256028796,58.09230256028796,0.0,0.0 
 04/11  16:00:00,48.8888888888889,59.66692249653761,62.155501886372306,59.66692249653761,0.0,0.0 
 04/11  17:00:00,48.8888888888889,59.814279056283645,59.814279056283645,59.814279056283645,0.0,0.0 
 04/11  18:00:00,48.8888888888889,59.62937925558002,59.62937925558002,59.62937925558002,0.0,0.0 
 04/11  19:00:00,48.8888888888889,59.44534617904984,59.44534617904984,59.44534617904984,0.0,0.0 
 04/11  20:00:00,48.8888888888889,59.26217563241942,59.26217563241942,59.26217563241942,0.0,0.0 
 04/11  21:00:00,48.8888888888889,59.07986344299596,59.07986344299596,59.07986344299596,0.0,0.0 
 04/11  22:00:00,48.8888888888889,58.89840538051942,58.89840538051942,58.89840538051942,0.0,0.0 
 04/11  23:00:00,48.8888888888889,58.717796765582676,58.717796765582676,58.717796765582676,0.0,0.0 
 04/11  24:00:00,48.8888888888889,58.5380339974153,58.5380339974153,58.5380339974153,0.0,0.0 
 04/12  01:00:00,48.8888888888889,58.35911312061893,58.35911312061893,58.35911312061893,0.0,0.0 
 04/12  02:00:00,48.8888888888889,58.18103006826097,58.18103006826097,58.18103006826097,0.0,0.0 
 04/12  03:00:00,48.8888888888889,58.71416759174226,61.202746980479965,58.71416759174226,0.0,0.0 
 04/12  04:00:00,48.8888888888889,59.907055351111076,59.907055351111076,59.907055351111076,0.0,0.0 
 04/12  05:00:00,48.8888888888889,59.72171972354363,59.72171972354363,59.72171972354363,0.0,0.0 
 04/12  06:00:00,48.8888888888889,59.53725293794413,59.53725293794413,59.53725293794413,0.0,0.0 
 04/12  07:00:00,48.8888888888889,59.353650789101934,59.353650789101934,59.353650789101934,0.0,0.0 
 04/12  08:00:00,48.88888888888889,59.17090947502865,59.17090947502865,59.17090947502865,0.0,0.0 
 04/12  09:00:00,48.8888888888889,58.989025154018904,58.989025154018904,58.989025154018904,0.0,0.0 
 04/12  10:00:00,48.8888888888889,58.807993153172525,58.807993153172525,58.807993153172525,0.0,0.0 
 04/12  11:00:00,48.88888888888889,58.62780915497314,58.62780915497314,58.62780915497314,0.0,0.0 
 04/12  12:00:00,48.8888888888889,58.44846896223608,58.44846896223608,58.44846896223608,0.0,0.0 
 04/12  13:00:00,48.8888888888889,58.26996839449983,58.26996839449983,58.26996839449983,0.0,0.0 
 04/12  14:00:00,48.8888888888889,58.09230299721722,58.09230299721722,58.09230299721722,0.0,0.0 
 04/12  15:00:00,48.8888888888889,59.66689398838058,62.155316242749805,59.66689398838058,0.0,0.0 
 04/12  16:00:00,48.8888888888889,59.81427849903291,59.81427849903291,59.81427849903291,0.0,0.0 
 04/12  17:00:00,48.8888888888889,59.62937802585971,59.62937802585971,59.62937802585971,0.0,0.0 
 04/12  18:00:00,48.8888888888889,59.445344913972704,59.445344913972704,59.445344913972704,0.0,0.0 
 04/12  19:00:00,48.8888888888889,59.26217437328984,59.26217437328984,59.26217437328984,0.0,0.0 
 04/12  20:00:00,48.8888888888889,59.07986218979033,59.07986218979033,59.07986218979033,0.0,0.0 
 04/12  21:00:00,48.8888888888889,58.89840421227635,58.89840421227635,58.89840421227635,0.0,0.0 
 04/12  22:00:00,48.8888888888889,58.71779611476032,58.71779611476032,58.71779611476032,0.0,0.0 
 04/12  23:00:00,48.8888888888889,58.53803338887373,58.53803338887373,58.53803338887373,0.0,0.0 
 04/12  24:00:00,48.8888888888889,58.359112514937,58.359112514937,58.359112514937,0.0,0.0 
 04/13  01:00:00,48.8888888888889,58.18102946542414,58.18102946542414,58.18102946542414,0.0,0.0 
 04/13  02:00:00,48.8888888888889,58.714188486877205,61.20290509875564,58.714188486877205,0.0,0.0 
 04/13  03:00:00,48.8888888888889,59.907055521980105,59.907055521980105,59.907055521980105,0.0,0.0 
 04/13  04:00:00,48.8888888888889,59.72171989360938,59.72171989360938,59.72171989360938,0.0,0.0 
 04/13  05:00:00,48.8888888888889,59.537253107208294,59.537253107208294,59.537253107208294,0.0,0.0 
 04/13  06:00:00,48.8888888888889,59.353650957570245,59.353650957570245,59.353650957570245,0.0,0.0 
 04/13  07:00:00,48.8888888888889,59.170909261057524,59.170909261057524,59.170909261057524,0.0,0.0 
 04/13  08:00:00,48.8888888888889,58.98902385559956,58.98902385559956,58.98902385559956,0.0,0.0 
 04/13  09:00:00,48.8888888888889,58.80799067922527,58.80799067922527,58.80799067922527,0.0,0.0 
 04/13  10:00:00,48.8888888888889,58.62780615931447,58.62780615931447,58.62780615931447,0.0,0.0 
 04/13  11:00:00,48.8888888888889,58.44846569193605,58.44846569193605,58.44846569193605,0.0,0.0 
 04/13  12:00:00,48.8888888888889,58.26996506803462,58.26996506803462,58.26996506803462,0.0,0.0 
 04/13  13:00:00,48.8888888888889,58.09230023125993,58.09230023125993,58.09230023125993,0.0,0.0 
 04/13  14:00:00,48.8888888888889,59.66902585438879,61.535739166446035,59.66902585438879,0.0,0.0 
 04/13  15:00:00,48.8888888888889,59.791111542802376,59.791111542802376,59.791111542802376,0.0,0.0 
 04/13  16:00:00,48.8888888888889,59.6063194683052,59.6063194683052,59.6063194683052,0.0,0.0 
 04/13  17:00:00,48.8888888888889,59.422393604782975,59.422393604782975,59.422393604782975,0.0,0.0 
 04/13  18:00:00,48.8888888888889,59.23932996206011,59.23932996206011,59.23932996206011,0.0,0.0 
 04/13  19:00:00,48.8888888888889,59.05712478070515,59.05712478070515,59.05712478070515,0.0,0.0 
 04/13  20:00:00,48.8888888888889,58.87577332823373,58.87577332823373,58.87577332823373,0.0,0.0 
 04/13  21:00:00,48.8888888888889,58.6952710708998,58.6952710708998,58.6952710708998,0.0,0.0 
 04/13  22:00:00,48.8888888888889,58.515613805362335,58.515613805362335,58.515613805362335,0.0,0.0 
 04/13  23:00:00,48.8888888888889,58.33679792145749,58.33679792145749,58.33679792145749,0.0,0.0 
 04/13  24:00:00,48.8888888888889,58.15881935488213,58.15881935488213,58.15881935488213,0.0,0.0 
 04/14  01:00:00,48.8888888888889,59.20479434351136,61.694276673824326,59.20479434351136,0.0,0.0 
 04/14  02:00:00,48.8888888888889,59.8606395862953,59.8606395862953,59.8606395862953,0.0,0.0 
 04/14  03:00:00,48.8888888888889,59.675521565455945,59.675521565455945,59.675521565455945,0.0,0.0 
 04/14  04:00:00,48.8888888888889,59.491271333254545,59.491271333254545,59.491271333254545,0.0,0.0 
 04/14  05:00:00,48.8888888888889,59.30788468987429,59.30788468987429,59.30788468987429,0.0,0.0 
 04/14  06:00:00,48.8888888888889,59.125357457068006,59.125357457068006,59.125357457068006,0.0,0.0 
 04/14  07:00:00,48.8888888888889,58.94368547815615,58.94368547815615,58.94368547815615,0.0,0.0 
 04/14  08:00:00,48.8888888888889,58.76286481428096,58.76286481428096,58.76286481428096,0.0,0.0 
 04/14  09:00:00,48.88888888888889,58.58289188077829,58.58289188077829,58.58289188077829,0.0,0.0 
 04/14  10:00:00,48.8888888888889,58.40376206795274,58.40376206795274,58.40376206795274,0.0,0.0 
 04/14  11:00:00,48.8888888888889,58.225471173608,58.225471173608,58.225471173608,0.0,0.0 
 04/14  12:00:00,48.88888888888889,58.27308708694187,59.51782711128716,58.27308708694187,0.0,0.0 
 04/14  13:00:00,48.8888888888889,59.911881386326236,60.326976934756026,59.911881386326236,0.0,0.0 
 04/14  14:00:00,48.8888888888889,59.737122165790964,59.737122165790964,59.737122165790964,0.0,0.0 
 04/14  15:00:00,48.8888888888889,59.552583468443146,59.552583468443146,59.552583468443146,0.0,0.0 
 04/14  16:00:00,48.8888888888889,59.36890946721281,59.36890946721281,59.36890946721281,0.0,0.0 
